상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소
MA010120220802318342,충일부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 자양로26길 39
MA010120220802281533,씨유건대힐스점,,소매,종합 소매,편의점,서울특별시 광진구 광나루로20길 13-10
MA010120220802281679,세븐일레븐중곡,,소매,종합 소매,편의점,서울특별시 광진구 용마산로28길 13
MA010120220802270051,있소커피,,음식,비알코올 ,카페,서울특별시 광진구 아차산로75길 26-1
MA010120220802271282,오션메이트,,교육,기타 교육,요가/필라테스 학원,서울특별시 광진구 동일로22길 23-4
MA010120220802279285,프레즐,,음식,기타 간이,빵/도넛,서울특별시 광진구 능동로4길 17
MA010120220802305193,부자공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 용마산로 31
MA010120220802276488,용크린,,시설관리·임대,청소·방제,소독; 구충 및 방제 서비스업,서울특별시 광진구 자양로53길 40
MA010120220802476865,펌앤컷미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 동일로34길 26
MA010120220802433955,팔도부침나라,,음식,기타 간이,그 외 기타 간이 음식점,서울특별시 광진구 능동로47길 42
MA010120220802476742,마담순살떡볶이,,음식,기타 간이,김밥/만두/분식,서울특별시 광진구 광나루로36길 50
MA010120220802474914,뚝섬공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 동일로4길 57-11
MA010120220802490950,중앙폴리컴,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 천호대로 572
MA010120220802495532,해피케어,,시설관리·임대,고용 알선,고용 알선업,서울특별시 광진구 용마산로2길 35
MA010120220802502288,옷수선,,수리·개인,기타 가정용품 수리,의류/이불 수선업,서울특별시 광진구 천호대로109길 88
MA010120220802497341,상원인테리어,,과학·기술,전문 디자인,인테리어 디자인업,서울특별시 광진구 긴고랑로44길 21
MA010120220802514050,디온,,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,서울특별시 광진구 동일로24길 53-1
MA010120220802511189,둘둘삼사살롱,,수리·개인,이용·미용,미용실,서울특별시 광진구 동일로62길 13-7
MA010120220802498375,예전광고,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 자양로32길 79
MA010120220802455128,법률사무소법과치유,,과학·기술,법무관련 ,변호사,서울특별시 광진구 광나루로56길 85
MA010120220802477167,소소헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 자양로5길 7
MA010120220802425028,차나라,,수리·개인,자동차 수리·세차,자동차 세차장,서울특별시 광진구 능동로 90
MA010120220802373546,굿스테이,,숙박,기타 숙박,기숙사/고시원,서울특별시 광진구 아차산로30길 18
MA010120220802204602,향기나라,,소매,장식품 소매,기념품점,서울특별시 광진구 광장로 58
MA010120220802375069,라이크어시네마,,음식,비알코올 ,카페,서울특별시 광진구 아차산로30길 17
MA010120220802375480,터치바이심,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 광나루로56길 29
MA010120220802409581,머리이야기,,수리·개인,이용·미용,미용실,서울특별시 광진구 면목로 61
MA010120220802199457,돌체,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 아차산로29길 36
MA010120220802194542,동촌,,음식,한식,백반/한정식,서울특별시 광진구 아차산로 327
MA010120220802183452,현대공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 뚝섬로36길 14
MA010120220802189060,소박한상,,음식,한식,백반/한정식,서울특별시 광진구 동일로22길 117-27
MA010120220802189469,에이치스타일헤어살롱,,수리·개인,이용·미용,미용실,서울특별시 광진구 구의강변로 52
MA010120220802374812,CU자양로점,,소매,종합 소매,편의점,서울특별시 광진구 자양로 234
MA010120220802183950,더샵스타시티공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로36길 35
MA010120220802178474,민우중기,,시설관리·임대,산업용품 대여,건설기계/장비 대여업,서울특별시 광진구 아차산로78길 72
MA010120220802183295,킴스,,수리·개인,욕탕·신체관리,마사지/안마,서울특별시 광진구 천호대로 647
MA010120220802682220,에밀리아디자인,,과학·기술,전문 디자인,시각 디자인업,서울특별시 광진구 긴고랑로20길 76
MA010120220802678331,그린선불폰앤텔레콤,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 자양로 126
MA010120220802543362,롯데건대갤럭시캐주얼,,소매,섬유·의복·신발 소매,남성 의류 소매업,서울특별시 광진구 능동로 92
MA010120220802666746,신자양세탁소,,수리·개인,세탁,세탁소,서울특별시 광진구 뚝섬로46길 54
MA010120220802677365,명동찌개마을,,음식,한식,국/탕/찌개류,서울특별시 광진구 자양로18길 5
MA010120220802673533,한양,,음식,주점,요리 주점,서울특별시 광진구 용마산로 60
MA010120220802673568,몽디저트,,음식,기타 간이,빵/도넛,서울특별시 광진구 능동로 172
MA010120220802673158,녹원양꼬치,,음식,중식,중국집,서울특별시 광진구 동일로30길 39
MA010120220802677400,서울노래연습장,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 아차산로51길 11
MA010120220802662326,에스티씨부사관장교학원,,교육,기타 교육,기타 기술/직업 훈련학원,서울특별시 광진구 천호대로 675
MA010120220802662094,이마트24광진군자점,,소매,종합 소매,편의점,서울특별시 광진구 광나루로 355
MA010120220802403779,도도헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 영화사로 59-1
MA010120220802375445,씨유건대한림,,소매,종합 소매,편의점,서울특별시 광진구 아차산로 229
MA010120220802665820,에꼴드에땅미술학원,,교육,기타 교육,미술학원,서울특별시 광진구 영화사로 47
MA010120220802621772,픽셀파이프,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 구의로1길 22
MA010120220802684877,키움공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 자양로13길 19
MA010120220802662672,해초섬롯데건대스타시티,,음식,한식,백반/한정식,서울특별시 광진구 능동로 92
MA010120220802649603,산울,,음식,한식,백반/한정식,서울특별시 광진구 아차산로73길 48
MA010120220802679712,평강공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로70길 62
MA010120220802419583,신화공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로 288
MA010120220802414453,오케이부동산(02-444-4985)공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 자양로 183
MA010120220802397546,피자스쿨,,음식,기타 간이,피자,서울특별시 광진구 군자로 82
MA010120220802387519,에코도시개발,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로 187
MA010120220802422472,승민헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 군자로 165-1
MA010120220802418448,세무사심명섭사무소,,과학·기술,회계·세무,세무사,서울특별시 광진구 광나루로 341
MA010120220802396102,고려대유신태권도장,,교육,기타 교육,태권도/무술학원,서울특별시 광진구 광나루로54길 32
MA010120220802426282,가온에셋공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 구의강변로 45
MA010120220802421802,민컴퍼니,,소매,섬유·의복·신발 소매,남성 의류 소매업,서울특별시 광진구 동일로20길 81
MA010120220802419110,가마로강정,,음식,기타 간이,치킨,서울특별시 광진구 자양로 49
MA010120220802517772,에스피피에스,,시설관리·임대,청소·방제,산업설비; 운송장비 및 공공장소 청소업,서울특별시 광진구 구의강변로 35
MA010120220802535309,젠헤어팜,,수리·개인,이용·미용,미용실,서울특별시 광진구 자양로22길 19
MA010120220802515495,흥에취한범Ⅰ,,음식,주점,요리 주점,서울특별시 광진구 동일로22길 80-1
MA010120220802530972,샤인헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로52라길 61
MA010120220802519173,아띠,,시설관리·임대,사무 지원,기타 사무 지원 서비스업,서울특별시 광진구 천호대로102길 4
MA010120220802515959,신사소곱창,,음식,한식,곱창 전골/구이,서울특별시 광진구 아차산로31길 39
MA010120220802519404,엔씨드건축사사무소,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 능동로40길 10-4
MA010120220802588698,사운드온커피앤펍,,음식,주점,요리 주점,서울특별시 광진구 자양로 154
MA010120220802588784,아쉬트리,,음식,주점,생맥주 전문,서울특별시 광진구 아차산로49길 22
MA010120220802585636,양숙이네,,음식,한식,백반/한정식,서울특별시 광진구 자양로4길 9
MA010120220802586557,대신공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 자양로18길 20
MA010120220802603287,동터환경되살림,,과학·기술,광고,기타 광고 관련 서비스업,서울특별시 광진구 강변역로4길 10
MA010120220802588679,바로에스테틱,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 면목로 25
MA010120220802837368,스시고칸,,음식,일식,일식 회/초밥,서울특별시 광진구 자양로3길 26
MA010120220802532629,혜당생활과학,,소매,의약·화장품 소매,의료기기 소매업,서울특별시 광진구 자양로13길 48
MA010120220802836275,맛있는초밥집,,음식,일식,일식 회/초밥,서울특별시 광진구 용마산로 174
MA010120220802836975,청구경희건대,,숙박,기타 숙박,그 외 기타 숙박업,서울특별시 광진구 광나루로 376-3
MA010120220802516203,J플레이스,,수리·개인,이용·미용,미용실,서울특별시 광진구 용마산로3길 82
MA010120220802675777,마이빌고시원,,숙박,기타 숙박,기숙사/고시원,서울특별시 광진구 아차산로38길 7
MA010120220802657762,필일렉,,수리·개인,가전제품 수리,가전제품 수리업,서울특별시 광진구 능동로 276
MA010120220802674590,와!구이닭,,음식,기타 간이,그 외 기타 간이 음식점,서울특별시 광진구 능동로47길 37-1
MA010120220802647588,휴의요가명상,,교육,기타 교육,요가/필라테스 학원,서울특별시 광진구 능동로37길 7
MA010120220802663121,에쏘다컴퍼니,,음식,기타 간이,빵/도넛,서울특별시 광진구 능동로 125
MA010120220802648709,에이스당구클럽,,예술·스포츠,스포츠 서비스,당구장,서울특별시 광진구 자양로22길 24
MA010120220802639471,에스에스씨,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220802730873,제이투프로젝트,,과학·기술,광고,광고물 설계/제작업,서울특별시 광진구 영화사로11길 37
MA010120220802757033,라라미술교습소,,교육,기타 교육,미술학원,서울특별시 광진구 자양로28길 18-1
MA010120220802760512,해동온누리약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 용마산로 57
MA010120220802752096,비비젠,,예술·스포츠,스포츠 서비스,골프 연습장,서울특별시 광진구 능동로 409
